Tipo Titulo;Data Vencimento;Data Base;Taxa Compra Manha;Taxa Venda Manha;PU Compra Manha;PU Venda Manha;PU Base Manha
Tesouro Selic;01/03/2029;27/02/2026;17,4747;17,5947;2.237,28;2.235,05;2.237,28
Tesouro Selic;01/03/2029;02/03/2026;17,6089;17,7289;2.250,10;2.247,85;2.250,10
Tesouro Selic;01/03/2029;03/03/2026;17,6280;17,7480;2.251,92;2.249,67;2.251,92
Tesouro Selic;01/03/2029;04/03/2026;17,6470;17,7670;2.253,74;2.251,48;2.253,74
Tesouro Selic;01/03/2029;05/03/2026;17,5534;17,6734;2.244,79;2.242,55;2.244,79
Tesouro Selic;01/03/2029;06/03/2026;17,6998;17,8198;2.258,81;2.256,55;2.258,81
Tesouro Selic;01/03/2029;09/03/2026;17,8143;17,9343;2.269,81;2.267,54;2.269,81
Tesouro Selic;01/03/2029;10/03/2026;17,8120;17,9320;2.269,59;2.267,32;2.269,59
Tesouro Selic;01/03/2029;11/03/2026;17,7547;17,8747;2.264,08;2.261,81;2.264,08
Tesouro Selic;01/03/2029;12/03/2026;17,7518;17,8718;2.263,80;2.261,54;2.263,80
Tesouro Selic;01/03/2029;13/03/2026;17,6289;17,7489;2.252,01;2.249,76;2.252,01
Tesouro Selic;01/03/2029;16/03/2026;17,5487;17,6687;2.244,34;2.242,10;2.244,34
Tesouro Selic;01/03/2029;17/03/2026;17,4643;17,5843;2.236,30;2.234,06;2.236,30
Tesouro Selic;01/03/2029;18/03/2026;17,4723;17,5923;2.237,06;2.234,82;2.237,06
Tesouro Selic;01/03/2029;19/03/2026;17,3225;17,4425;2.222,83;2.220,61;2.222,83
Tesouro Selic;01/03/2029;20/03/2026;17,4478;17,5678;2.234,73;2.232,50;2.234,73
Tesouro Selic;01/03/2029;23/03/2026;17,3583;17,4783;2.226,22;2.224,00;2.226,22
Tesouro Selic;01/03/2029;24/03/2026;17,2474;17,3674;2.215,73;2.213,51;2.215,73
Tesouro Selic;01/03/2029;25/03/2026;17,3125;17,4325;2.221,89;2.219,66;2.221,89
Tesouro Selic;01/03/2029;26/03/2026;17,4381;17,5581;2.233,81;2.231,57;2.233,81
Tesouro Selic;01/03/2029;27/03/2026;17,5414;17,6614;2.243,65;2.241,40;2.243,65
Tesouro Selic;01/03/2029;30/03/2026;17,4885;17,6085;2.238,60;2.236,36;2.238,60
Tesouro Selic;01/03/2029;31/03/2026;17,3451;17,4651;2.224,97;2.222,75;2.224,97
Tesouro Selic;01/03/2029;01/04/2026;17,3711;17,4911;2.227,44;2.225,21;2.227,44
Tesouro Selic;01/03/2029;02/04/2026;17,4962;17,6162;2.239,34;2.237,10;2.239,34
Tesouro Selic;01/03/2029;03/04/2026;17,5785;17,6985;2.247,19;2.244,95;2.247,19
Tesouro Selic;01/03/2029;06/04/2026;17,6825;17,8025;2.257,14;2.254,89;2.257,14
Tesouro Selic;01/03/2029;07/04/2026;17,7907;17,9107;2.267,54;2.265,27;2.267,54
Tesouro Selic;01/03/2029;08/04/2026;17,9289;18,0489;2.280,87;2.278,59;2.280,87
Tesouro Selic;01/03/2029;09/04/2026;17,8909;18,0109;2.277,20;2.274,93;2.277,20
Tesouro Selic;01/03/2029;10/04/2026;18,0235;18,1435;2.290,04;2.287,75;2.290,04
Tesouro Selic;01/03/2029;13/04/2026;17,9922;18,1122;2.287,00;2.284,71;2.287,00
Tesouro Selic;01/03/2029;14/04/2026;17,8725;17,9925;2.275,42;2.273,15;2.275,42
Tesouro Selic;01/03/2029;15/04/2026;17,8130;17,9330;2.269,69;2.267,42;2.269,69
Tesouro Selic;01/03/2029;16/04/2026;17,7040;17,8240;2.259,20;2.256,94;2.259,20
Tesouro Selic;01/03/2029;17/04/2026;17,6012;17,7212;2.249,36;2.247,11;2.249,36
Tesouro Selic;01/03/2029;20/04/2026;17,7358;17,8558;2.262,26;2.260,00;2.262,26
Tesouro Selic;01/03/2029;21/04/2026;17,8234;17,9434;2.270,69;2.268,42;2.270,69
Tesouro Selic;01/03/2029;22/04/2026;17,9616;18,0816;2.284,03;2.281,75;2.284,03
Tesouro Selic;01/03/2029;23/04/2026;18,0063;18,1263;2.288,37;2.286,08;2.288,37
Tesouro Selic;01/03/2029;24/04/2026;17,9086;18,0286;2.278,91;2.276,63;2.278,91
Tesouro Selic;01/03/2029;27/04/2026;18,0492;18,1692;2.292,53;2.290,24;2.292,53
Tesouro Selic;01/03/2029;28/04/2026;18,1073;18,2273;2.298,18;2.295,88;2.298,18
Tesouro Selic;01/03/2029;29/04/2026;18,2359;18,3559;2.310,72;2.308,41;2.310,72
Tesouro Selic;01/03/2029;30/04/2026;18,3220;18,4420;2.319,15;2.316,83;2.319,15
Tesouro Selic;01/03/2029;01/05/2026;18,2390;18,3590;2.311,02;2.308,71;2.311,02
Tesouro IPCA+;15/05/2035;02/01/2015;7,0267;7,1467;1.404,30;1.402,90;1.404,30
Tesouro IPCA+;15/05/2035;05/01/2015;6,9293;7,0493;1.397,92;1.396,53;1.397,92
Tesouro IPCA+;15/05/2035;06/01/2015;6,8713;6,9913;1.394,14;1.392,75;1.394,14
Tesouro IPCA+;15/05/2035;07/01/2015;6,9279;7,0479;1.397,83;1.396,43;1.397,83
Tesouro IPCA+;15/05/2035;08/01/2015;6,8161;6,9361;1.390,54;1.389,15;1.390,54
Tesouro IPCA+;15/05/2035;09/01/2015;6,8847;7,0047;1.395,01;1.393,62;1.395,01
Tesouro IPCA+;15/05/2035;12/01/2015;7,0194;7,1394;1.403,82;1.402,42;1.403,82
Tesouro IPCA+;15/05/2035;13/01/2015;7,1540;7,2740;1.412,67;1.411,26;1.412,67
Tesouro IPCA+;15/05/2035;14/01/2015;7,1215;7,2415;1.410,53;1.409,12;1.410,53
Tesouro IPCA+;15/05/2035;15/01/2015;7,2698;7,3898;1.420,32;1.418,90;1.420,32
Tesouro IPCA+;15/05/2035;16/01/2015;7,4093;7,5293;1.429,58;1.428,15;1.429,58
Tesouro IPCA+;15/05/2035;19/01/2015;7,2690;7,3890;1.420,27;1.418,85;1.420,27
Tesouro IPCA+;15/05/2035;20/01/2015;7,2997;7,4197;1.422,31;1.420,88;1.422,31
Tesouro IPCA+;15/05/2035;21/01/2015;7,4261;7,5461;1.430,70;1.429,27;1.430,70
Tesouro IPCA+;15/05/2035;22/01/2015;7,5663;7,6863;1.440,06;1.438,62;1.440,06
Tesouro IPCA+;15/05/2035;23/01/2015;7,4826;7,6026;1.434,47;1.433,03;1.434,47
Tesouro IPCA+;15/05/2035;26/01/2015;7,5022;7,6222;1.435,78;1.434,34;1.435,78
Tesouro IPCA+;15/05/2035;27/01/2015;7,6332;7,7532;1.444,55;1.443,10;1.444,55
Tesouro IPCA+;15/05/2035;28/01/2015;7,5254;7,6454;1.437,33;1.435,89;1.437,33
Tesouro IPCA+;15/05/2035;29/01/2015;7,5990;7,7190;1.442,26;1.440,81;1.442,26
Tesouro IPCA+;15/05/2035;30/01/2015;7,5204;7,6404;1.436,99;1.435,56;1.436,99
Tesouro IPCA+;15/05/2035;02/02/2015;7,6652;7,7852;1.446,69;1.445,24;1.446,69
Tesouro IPCA+;15/05/2035;03/02/2015;7,5655;7,6855;1.440,01;1.438,57;1.440,01
Tesouro IPCA+;15/05/2035;04/02/2015;7,6811;7,8011;1.447,76;1.446,32;1.447,76
Tesouro IPCA+;15/05/2035;05/02/2015;7,5577;7,6777;1.439,49;1.438,05;1.439,49
Tesouro IPCA+;15/05/2035;06/02/2015;7,6204;7,7404;1.443,69;1.442,25;1.443,69
Tesouro IPCA+;15/05/2035;09/02/2015;7,6622;7,7822;1.446,49;1.445,04;1.446,49
Tesouro IPCA+;15/05/2035;10/02/2015;7,7782;7,8982;1.454,30;1.452,84;1.454,30
Tesouro IPCA+;15/05/2035;11/02/2015;7,7621;7,8821;1.453,22;1.451,77;1.453,22
Tesouro IPCA+;15/05/2035;12/02/2015;7,6917;7,8117;1.448,48;1.447,03;1.448,48
Tesouro IPCA+;15/05/2035;13/02/2015;7,6166;7,7366;1.443,43;1.441,99;1.443,43
Tesouro IPCA+;15/05/2035;16/02/2015;7,4869;7,6069;1.434,76;1.433,32;1.434,76
Tesouro IPCA+;15/05/2035;17/02/2015;7,4139;7,5339;1.429,89;1.428,46;1.429,89
Tesouro IPCA+;15/05/2035;18/02/2015;7,2963;7,4163;1.422,08;1.420,66;1.422,08
Tesouro IPCA+;15/05/2035;19/02/2015;7,1467;7,2667;1.412,19;1.410,78;1.412,19
Tesouro IPCA+;15/05/2035;20/02/2015;7,1125;7,2325;1.409,94;1.408,53;1.409,94
Tesouro IPCA+;15/05/2035;23/02/2015;7,1823;7,3023;1.414,54;1.413,12;1.414,54
Tesouro IPCA+;15/05/2035;24/02/2015;7,3230;7,4430;1.423,85;1.422,42;1.423,85
Tesouro IPCA+;15/05/2035;25/02/2015;7,4384;7,5584;1.431,52;1.430,09;1.431,52
Tesouro IPCA+;15/05/2035;26/02/2015;7,4363;7,5563;1.431,38;1.429,95;1.431,38
Tesouro IPCA+;15/05/2035;27/02/2015;7,3999;7,5199;1.428,96;1.427,53;1.428,96
Tesouro IPCA+;15/05/2035;02/03/2015;7,4137;7,5337;1.429,88;1.428,45;1.429,88
Tesouro IPCA+;15/05/2035;03/03/2015;7,2941;7,4141;1.421,94;1.420,51;1.421,94
Tesouro IPCA+;15/05/2035;04/03/2015;7,2880;7,4080;1.421,53;1.420,11;1.421,53
Tesouro IPCA+;15/05/2035;05/03/2015;7,3972;7,5172;1.428,78;1.427,35;1.428,78
Tesouro IPCA+;15/05/2035;06/03/2015;7,4425;7,5625;1.431,79;1.430,36;1.431,79
Tesouro IPCA+;15/05/2035;09/03/2015;7,4986;7,6186;1.435,54;1.434,10;1.435,54
Tesouro IPCA+;15/05/2035;10/03/2015;7,3974;7,5174;1.428,79;1.427,36;1.428,79
Tesouro IPCA+;15/05/2035;11/03/2015;7,2695;7,3895;1.420,31;1.418,89;1.420,31
Tesouro IPCA+;15/05/2035;12/03/2015;7,3733;7,4933;1.427,19;1.425,76;1.427,19
Tesouro IPCA+;15/05/2035;13/03/2015;7,3117;7,4317;1.423,10;1.421,68;1.423,10
Tesouro IPCA+;15/05/2035;16/03/2015;7,2574;7,3774;1.419,50;1.418,08;1.419,50
Tesouro IPCA+;15/05/2035;17/03/2015;7,3929;7,5129;1.428,49;1.427,06;1.428,49
Tesouro IPCA+;15/05/2035;18/03/2015;7,2651;7,3851;1.420,01;1.418,59;1.420,01
Tesouro IPCA+;15/05/2035;19/03/2015;7,1661;7,2861;1.413,47;1.412,06;1.413,47
Tesouro IPCA+;15/05/2035;20/03/2015;7,1288;7,2488;1.411,01;1.409,60;1.411,01
Tesouro IPCA+;15/05/2035;23/03/2015;7,1984;7,3184;1.415,60;1.414,19;1.415,60
Tesouro IPCA+;15/05/2035;24/03/2015;7,2125;7,3325;1.416,53;1.415,12;1.416,53
Tesouro IPCA+;15/05/2035;25/03/2015;7,3319;7,4519;1.424,44;1.423,02;1.424,44
Tesouro IPCA+;15/05/2035;26/03/2015;7,2099;7,3299;1.416,36;1.414,94;1.416,36
Tesouro IPCA+;15/05/2035;27/03/2015;7,2381;7,3581;1.418,22;1.416,81;1.418,22
Tesouro IPCA+;15/05/2035;30/03/2015;7,2722;7,3922;1.420,48;1.419,06;1.420,48
Tesouro IPCA+;15/05/2035;31/03/2015;7,2670;7,3870;1.420,14;1.418,72;1.420,14
Tesouro IPCA+;15/05/2035;01/04/2015;7,1263;7,2463;1.410,85;1.409,44;1.410,85
Tesouro IPCA+;15/05/2035;02/04/2015;7,2590;7,3790;1.419,61;1.418,19;1.419,61
Tesouro IPCA+;15/05/2035;03/04/2015;7,1585;7,2785;1.412,97;1.411,56;1.412,97
Tesouro IPCA+;15/05/2035;06/04/2015;7,2754;7,3954;1.420,70;1.419,28;1.420,70
Tesouro IPCA+;15/05/2035;07/04/2015;7,1726;7,2926;1.413,90;1.412,48;1.413,90
Tesouro IPCA+;15/05/2035;08/04/2015;7,0529;7,1729;1.406,03;1.404,62;1.406,03
Tesouro IPCA+;15/05/2035;09/04/2015;6,9646;7,0846;1.400,23;1.398,83;1.400,23
Tesouro IPCA+;15/05/2035;10/04/2015;6,8716;6,9916;1.394,16;1.392,76;1.394,16
Tesouro IPCA+;15/05/2035;13/04/2015;6,9308;7,0508;1.398,02;1.396,62;1.398,02
Tesouro IPCA+;15/05/2035;14/04/2015;6,9974;7,1174;1.402,38;1.400,98;1.402,38
Tesouro IPCA+;15/05/2035;15/04/2015;7,0664;7,1864;1.406,91;1.405,50;1.406,91
Tesouro IPCA+;15/05/2035;16/04/2015;6,9960;7,1160;1.402,29;1.400,88;1.402,29
Tesouro IPCA+;15/05/2035;17/04/2015;6,9304;7,0504;1.398,00;1.396,60;1.398,00
Tesouro IPCA+;15/05/2035;20/04/2015;6,8517;6,9717;1.392,86;1.391,46;1.392,86
Tesouro IPCA+;15/05/2035;21/04/2015;6,7166;6,8366;1.384,07;1.382,69;1.384,07
Tesouro IPCA+;15/05/2035;22/04/2015;6,7381;6,8581;1.385,47;1.384,08;1.385,47
Tesouro IPCA+;15/05/2035;23/04/2015;6,8400;6,9600;1.392,10;1.390,71;1.392,10
Tesouro IPCA+;15/05/2035;24/04/2015;6,7361;6,8561;1.385,34;1.383,96;1.385,34
Tesouro IPCA+;15/05/2035;27/04/2015;6,6944;6,8144;1.382,64;1.381,25;1.382,64
Tesouro IPCA+;15/05/2035;28/04/2015;6,6727;6,7927;1.381,23;1.379,85;1.381,23
Tesouro IPCA+;15/05/2035;29/04/2015;6,6110;6,7310;1.377,24;1.375,87;1.377,24
Tesouro IPCA+;15/05/2035;30/04/2015;6,6596;6,7796;1.380,39;1.379,00;1.380,39
Tesouro IPCA+;15/05/2035;01/05/2015;6,6897;6,8097;1.382,33;1.380,95;1.382,33
Tesouro IPCA+;15/05/2035;04/05/2015;6,5996;6,7196;1.376,50;1.375,13;1.376,50
Tesouro IPCA+;15/05/2035;05/05/2015;6,4573;6,5773;1.367,34;1.365,98;1.367,34
Tesouro IPCA+;15/05/2035;06/05/2015;6,3586;6,4786;1.361,01;1.359,65;1.361,01
Tesouro IPCA+;15/05/2035;07/05/2015;6,2961;6,4161;1.357,02;1.355,66;1.357,02
Tesouro IPCA+;15/05/2035;08/05/2015;6,1707;6,2907;1.349,03;1.347,69;1.349,03
Tesouro IPCA+;15/05/2035;11/05/2015;6,2738;6,3938;1.355,60;1.354,24;1.355,60
Tesouro IPCA+;15/05/2035;12/05/2015;6,2163;6,3363;1.351,94;1.350,58;1.351,94
Tesouro IPCA+;15/05/2035;13/05/2015;6,1856;6,3056;1.349,98;1.348,63;1.349,98
Tesouro IPCA+;15/05/2035;14/05/2015;6,1823;6,3023;1.349,77;1.348,42;1.349,77
Tesouro IPCA+;15/05/2035;15/05/2015;6,2306;6,3506;1.352,85;1.351,49;1.352,85
Tesouro IPCA+;15/05/2035;18/05/2015;6,1079;6,2279;1.345,05;1.343,71;1.345,05
Tesouro IPCA+;15/05/2035;19/05/2015;6,1212;6,2412;1.345,89;1.344,55;1.345,89
Tesouro IPCA+;15/05/2035;20/05/2015;6,0267;6,1467;1.339,91;1.338,57;1.339,91
Tesouro IPCA+;15/05/2035;21/05/2015;6,1423;6,2623;1.347,23;1.345,88;1.347,23
Tesouro IPCA+;15/05/2035;22/05/2015;6,1031;6,2231;1.344,75;1.343,40;1.344,75
Tesouro IPCA+;15/05/2035;25/05/2015;6,0869;6,2069;1.343,72;1.342,37;1.343,72
Tesouro IPCA+;15/05/2035;26/05/2015;6,0158;6,1358;1.339,23;1.337,89;1.339,23
Tesouro IPCA+;15/05/2035;27/05/2015;6,0054;6,1254;1.338,56;1.337,23;1.338,56
Tesouro IPCA+;15/05/2035;28/05/2015;5,9232;6,0432;1.333,39;1.332,05;1.333,39
Tesouro IPCA+;15/05/2035;29/05/2015;5,8538;5,9738;1.329,02;1.327,69;1.329,02
Tesouro IPCA+;15/05/2035;01/06/2015;5,7223;5,8423;1.320,79;1.319,47;1.320,79
Tesouro IPCA+;15/05/2035;02/06/2015;5,7980;5,9180;1.325,52;1.324,20;1.325,52
Tesouro IPCA+;15/05/2035;03/06/2015;5,8482;5,9682;1.328,67;1.327,34;1.328,67
Tesouro IPCA+;15/05/2035;04/06/2015;5,7239;5,8439;1.320,89;1.319,57;1.320,89
Tesouro IPCA+;15/05/2035;05/06/2015;5,6771;5,7971;1.317,96;1.316,65;1.317,96
Tesouro IPCA+;15/05/2035;08/06/2015;5,6895;5,8095;1.318,74;1.317,42;1.318,74
Tesouro IPCA+;15/05/2035;09/06/2015;5,8307;5,9507;1.327,57;1.326,25;1.327,57
Tesouro IPCA+;15/05/2035;10/06/2015;5,8576;5,9776;1.329,26;1.327,93;1.329,26
Tesouro IPCA+;15/05/2035;11/06/2015;5,8737;5,9937;1.330,27;1.328,94;1.330,27
Tesouro IPCA+;15/05/2035;12/06/2015;5,9759;6,0959;1.336,71;1.335,37;1.336,71
Tesouro IPCA+;15/05/2035;15/06/2015;6,0715;6,1915;1.342,74;1.341,40;1.342,74
Tesouro IPCA+;15/05/2035;16/06/2015;6,0470;6,1670;1.341,20;1.339,86;1.341,20
Tesouro IPCA+;15/05/2035;17/06/2015;6,0577;6,1777;1.341,87;1.340,53;1.341,87
Tesouro IPCA+;15/05/2035;18/06/2015;6,1678;6,2878;1.348,85;1.347,50;1.348,85
Tesouro IPCA+;15/05/2035;19/06/2015;6,1602;6,2802;1.348,37;1.347,02;1.348,37
Tesouro IPCA+;15/05/2035;22/06/2015;6,2747;6,3947;1.355,66;1.354,30;1.355,66
Tesouro IPCA+;15/05/2035;23/06/2015;6,2676;6,3876;1.355,20;1.353,85;1.355,20
Tesouro IPCA+;15/05/2035;24/06/2015;6,1413;6,2613;1.347,17;1.345,82;1.347,17
Tesouro IPCA+;15/05/2035;25/06/2015;6,2621;6,3821;1.354,85;1.353,50;1.354,85
Tesouro IPCA+;15/05/2035;26/06/2015;6,3264;6,4464;1.358,96;1.357,60;1.358,96
Tesouro IPCA+;15/05/2035;29/06/2015;6,3270;6,4470;1.359,00;1.357,64;1.359,00
Tesouro IPCA+;15/05/2035;30/06/2015;6,4472;6,5672;1.366,69;1.365,33;1.366,69
Tesouro IPCA+;15/05/2035;01/07/2015;6,5373;6,6573;1.372,49;1.371,12;1.372,49
Tesouro IPCA+;15/05/2035;02/07/2015;6,5906;6,7106;1.375,92;1.374,55;1.375,92
Tesouro IPCA+;15/05/2035;03/07/2015;6,6266;6,7466;1.378,25;1.376,87;1.378,25
Tesouro IPCA+;15/05/2035;06/07/2015;6,5127;6,6327;1.370,91;1.369,53;1.370,91
Tesouro IPCA+;15/05/2035;07/07/2015;6,5899;6,7099;1.375,88;1.374,50;1.375,88
Tesouro IPCA+;15/05/2035;08/07/2015;6,4918;6,6118;1.369,56;1.368,19;1.369,56
Tesouro IPCA+;15/05/2035;09/07/2015;6,6371;6,7571;1.378,93;1.377,55;1.378,93
Tesouro IPCA+;15/05/2035;10/07/2015;6,7787;6,8987;1.388,11;1.386,72;1.388,11
Tesouro IPCA+;15/05/2035;13/07/2015;6,8713;6,9913;1.394,13;1.392,74;1.394,13
Tesouro IPCA+;15/05/2035;14/07/2015;6,7591;6,8791;1.386,83;1.385,45;1.386,83
Tesouro IPCA+;15/05/2035;15/07/2015;6,7361;6,8561;1.385,34;1.383,96;1.385,34
Tesouro IPCA+;15/05/2035;16/07/2015;6,8826;7,0026;1.394,87;1.393,48;1.394,87
Tesouro IPCA+;15/05/2035;17/07/2015;6,8632;6,9832;1.393,61;1.392,22;1.393,61
Tesouro IPCA+;15/05/2035;20/07/2015;7,0124;7,1324;1.403,36;1.401,96;1.403,36
Tesouro IPCA+;15/05/2035;21/07/2015;7,0506;7,1706;1.405,87;1.404,46;1.405,87
Tesouro IPCA+;15/05/2035;22/07/2015;7,1508;7,2708;1.412,46;1.411,05;1.412,46
Tesouro IPCA+;15/05/2035;23/07/2015;7,0782;7,1982;1.407,68;1.406,27;1.407,68
Tesouro IPCA+;15/05/2035;24/07/2015;7,2014;7,3214;1.415,80;1.414,39;1.415,80
Tesouro IPCA+;15/05/2035;27/07/2015;7,3257;7,4457;1.424,03;1.422,60;1.424,03
Tesouro IPCA+;15/05/2035;28/07/2015;7,1958;7,3158;1.415,43;1.414,01;1.415,43
Tesouro IPCA+;15/05/2035;29/07/2015;7,1622;7,2822;1.413,21;1.411,80;1.413,21
Tesouro IPCA+;15/05/2035;30/07/2015;7,1314;7,2514;1.411,18;1.409,77;1.411,18
Tesouro IPCA+;15/05/2035;31/07/2015;7,0792;7,1992;1.407,75;1.406,35;1.407,75
Tesouro IPCA+;15/05/2035;03/08/2015;7,0121;7,1321;1.403,34;1.401,94;1.403,34
Tesouro IPCA+;15/05/2035;04/08/2015;6,9995;7,1195;1.402,52;1.401,12;1.402,52
Tesouro IPCA+;15/05/2035;05/08/2015;7,1116;7,2316;1.409,88;1.408,47;1.409,88
Tesouro IPCA+;15/05/2035;06/08/2015;7,1976;7,3176;1.415,55;1.414,13;1.415,55
Tesouro IPCA+;15/05/2035;07/08/2015;7,2345;7,3545;1.417,99;1.416,57;1.417,99
Tesouro IPCA+;15/05/2035;10/08/2015;7,2412;7,3612;1.418,43;1.417,02;1.418,43
Tesouro IPCA+;15/05/2035;11/08/2015;7,2171;7,3371;1.416,84;1.415,42;1.416,84
Tesouro IPCA+;15/05/2035;12/08/2015;7,1914;7,3114;1.415,14;1.413,73;1.415,14
Tesouro IPCA+;15/05/2035;13/08/2015;7,0859;7,2059;1.408,19;1.406,78;1.408,19
Tesouro IPCA+;15/05/2035;14/08/2015;7,1123;7,2323;1.409,93;1.408,52;1.409,93
Tesouro IPCA+;15/05/2035;17/08/2015;7,1898;7,3098;1.415,04;1.413,62;1.415,04
Tesouro IPCA+;15/05/2035;18/08/2015;7,3217;7,4417;1.423,76;1.422,34;1.423,76
Tesouro IPCA+;15/05/2035;19/08/2015;7,4492;7,5692;1.432,24;1.430,81;1.432,24
Tesouro IPCA+;15/05/2035;20/08/2015;7,4680;7,5880;1.433,49;1.432,06;1.433,49
Tesouro IPCA+;15/05/2035;21/08/2015;7,3483;7,4683;1.425,53;1.424,10;1.425,53
Tesouro IPCA+;15/05/2035;24/08/2015;7,2841;7,4041;1.421,27;1.419,85;1.421,27
Tesouro IPCA+;15/05/2035;25/08/2015;7,2948;7,4148;1.421,98;1.420,56;1.421,98
Tesouro IPCA+;15/05/2035;26/08/2015;7,2480;7,3680;1.418,88;1.417,46;1.418,88
Tesouro IPCA+;15/05/2035;27/08/2015;7,2212;7,3412;1.417,11;1.415,69;1.417,11
Tesouro IPCA+;15/05/2035;28/08/2015;7,1861;7,3061;1.414,79;1.413,38;1.414,79
Tesouro IPCA+;15/05/2035;31/08/2015;7,1818;7,3018;1.414,51;1.413,09;1.414,51
Tesouro IPCA+;15/05/2035;01/09/2015;7,2145;7,3345;1.416,67;1.415,25;1.416,67
Tesouro IPCA+;15/05/2035;02/09/2015;7,0757;7,1957;1.407,52;1.406,12;1.407,52
Tesouro IPCA+;15/05/2035;03/09/2015;7,0084;7,1284;1.403,10;1.401,70;1.403,10
Tesouro IPCA+;15/05/2035;04/09/2015;6,9015;7,0215;1.396,11;1.394,71;1.396,11
Tesouro IPCA+;15/05/2035;07/09/2015;6,9341;7,0541;1.398,24;1.396,84;1.398,24
Tesouro IPCA+;15/05/2035;08/09/2015;6,9922;7,1122;1.402,04;1.400,64;1.402,04
Tesouro IPCA+;15/05/2035;09/09/2015;6,8539;6,9739;1.393,00;1.391,61;1.393,00
Tesouro IPCA+;15/05/2035;10/09/2015;6,9707;7,0907;1.400,63;1.399,23;1.400,63
Tesouro IPCA+;15/05/2035;11/09/2015;6,9202;7,0402;1.397,33;1.395,93;1.397,33
Tesouro IPCA+;15/05/2035;14/09/2015;6,8414;6,9614;1.392,19;1.390,80;1.392,19
Tesouro IPCA+;15/05/2035;15/09/2015;6,9152;7,0352;1.397,00;1.395,60;1.397,00
Tesouro IPCA+;15/05/2035;16/09/2015;7,0414;7,1614;1.405,27;1.403,86;1.405,27
Tesouro IPCA+;15/05/2035;17/09/2015;7,1605;7,2805;1.413,10;1.411,69;1.413,10
Tesouro IPCA+;15/05/2035;18/09/2015;7,0166;7,1366;1.403,64;1.402,24;1.403,64
Tesouro IPCA+;15/05/2035;21/09/2015;7,1118;7,2318;1.409,90;1.408,49;1.409,90
Tesouro IPCA+;15/05/2035;22/09/2015;7,0527;7,1727;1.406,01;1.404,61;1.406,01
Tesouro IPCA+;15/05/2035;23/09/2015;6,9868;7,1068;1.401,69;1.400,29;1.401,69
Tesouro IPCA+;15/05/2035;24/09/2015;6,9843;7,1043;1.401,52;1.400,12;1.401,52
Tesouro IPCA+;15/05/2035;25/09/2015;7,0432;7,1632;1.405,38;1.403,98;1.405,38
Tesouro IPCA+;15/05/2035;28/09/2015;6,9226;7,0426;1.397,49;1.396,09;1.397,49
Tesouro IPCA+;15/05/2035;29/09/2015;7,0333;7,1533;1.404,74;1.403,33;1.404,74
Tesouro IPCA+;15/05/2035;30/09/2015;6,9236;7,0436;1.397,55;1.396,16;1.397,55
Tesouro IPCA+;15/05/2035;01/10/2015;7,0659;7,1859;1.406,88;1.405,47;1.406,88
Tesouro IPCA+;15/05/2035;02/10/2015;7,0488;7,1688;1.405,75;1.404,35;1.405,75
Tesouro IPCA+;15/05/2035;05/10/2015;7,1466;7,2666;1.412,18;1.410,77;1.412,18
Tesouro IPCA+;15/05/2035;06/10/2015;7,0774;7,1974;1.407,63;1.406,22;1.407,63
Tesouro IPCA+;15/05/2035;07/10/2015;7,0524;7,1724;1.405,99;1.404,59;1.405,99
Tesouro IPCA+;15/05/2035;08/10/2015;7,0961;7,2161;1.408,86;1.407,45;1.408,86
Tesouro IPCA+;15/05/2035;09/10/2015;7,0025;7,1225;1.402,71;1.401,31;1.402,71
Tesouro IPCA+;15/05/2035;12/10/2015;6,9159;7,0359;1.397,05;1.395,65;1.397,05
Tesouro IPCA+;15/05/2035;13/10/2015;7,0131;7,1331;1.403,41;1.402,01;1.403,41
Tesouro IPCA+;15/05/2035;14/10/2015;7,0854;7,2054;1.408,16;1.406,75;1.408,16
Tesouro IPCA+;15/05/2035;15/10/2015;7,1632;7,2832;1.413,28;1.411,87;1.413,28
Tesouro IPCA+;15/05/2035;16/10/2015;7,2734;7,3934;1.420,56;1.419,14;1.420,56
Tesouro IPCA+;15/05/2035;19/10/2015;7,3697;7,4897;1.426,95;1.425,52;1.426,95
Tesouro IPCA+;15/05/2035;20/10/2015;7,3743;7,4943;1.427,25;1.425,83;1.427,25
Tesouro IPCA+;15/05/2035;21/10/2015;7,2720;7,3920;1.420,47;1.419,05;1.420,47
Tesouro IPCA+;15/05/2035;22/10/2015;7,2153;7,3353;1.416,72;1.415,30;1.416,72
Tesouro IPCA+;15/05/2035;23/10/2015;7,2173;7,3373;1.416,85;1.415,44;1.416,85
Tesouro IPCA+;15/05/2035;26/10/2015;7,1080;7,2280;1.409,65;1.408,24;1.409,65
Tesouro IPCA+;15/05/2035;27/10/2015;7,2134;7,3334;1.416,59;1.415,18;1.416,59
Tesouro IPCA+;15/05/2035;28/10/2015;7,3272;7,4472;1.424,13;1.422,70;1.424,13
Tesouro IPCA+;15/05/2035;29/10/2015;7,1859;7,3059;1.414,78;1.413,36;1.414,78
Tesouro IPCA+;15/05/2035;30/10/2015;7,0937;7,2137;1.408,71;1.407,30;1.408,71
Tesouro IPCA+;15/05/2035;02/11/2015;7,1936;7,3136;1.415,29;1.413,87;1.415,29
Tesouro IPCA+;15/05/2035;03/11/2015;7,2947;7,4147;1.421,97;1.420,55;1.421,97
